,0,1,2,3,4,5,6
2017,2014.5.10 (토),LG,넥센,4:2,4,2,목동
2018,2014.5.10 (토),롯데,NC,2:4,2,4,마산
2019,2014.5.10 (토),삼성,두산,2:17,2,17,잠실
2020,2014.5.11 (일),KIA,한화,5:2,5,2,대전
2021,2014.5.11 (일),LG,넥센,1:8,1,8,목동
2022,2014.5.11 (일),롯데,NC,1:10,1,10,마산
2023,2014.5.11 (일),삼성,두산,1:8,1,8,잠실
2024,2014.5.13 (화),한화,삼성,1:7,1,7,대구
2025,2014.5.13 (화),KIA,NC,5:6,5,6,마산
2026,2014.5.13 (화),롯데,LG,0:5,0,5,잠실
2027,2014.5.13 (화),두산,SK,9:6,9,6,문학
2028,2014.5.14 (수),한화,삼성,3:10,3,10,대구
2029,2014.5.14 (수),KIA,NC,5:9,5,9,마산
2030,2014.5.14 (수),롯데,LG,1:2,1,2,잠실
2031,2014.5.14 (수),두산,SK,12:2,12,2,문학
2032,2014.5.15 (목),한화,삼성,3:3,3,3,대구
2033,2014.5.15 (목),KIA,NC,6:5,6,5,마산
2034,2014.5.15 (목),롯데,LG,9:4,9,4,잠실
2035,2014.5.15 (목),두산,SK,10:1,10,1,문학
2036,2014.5.16 (금),NC,두산,3:8,3,8,잠실
2037,2014.5.16 (금),SK,한화,3:5,3,5,대전
2038,2014.5.16 (금),삼성,KIA,4:3,4,3,광주
2039,2014.5.16 (금),넥센,롯데,3:4,3,4,사직
2040,2014.5.17 (토),NC,두산,2:3,2,3,잠실
2041,2014.5.17 (토),SK,한화,8:4,8,4,대전
2042,2014.5.17 (토),삼성,KIA,14:7,14,7,광주
2043,2014.5.17 (토),넥센,롯데,14:2,14,2,사직
2044,2014.5.18 (일),NC,두산,9:4,9,4,잠실
2045,2014.5.18 (일),SK,한화,2:5,2,5,대전
2046,2014.5.18 (일),삼성,KIA,8:2,8,2,광주
2047,2014.5.18 (일),넥센,롯데,6:11,6,11,사직
2048,2014.5.20 (화),한화,넥센,1:3,1,3,목동
2049,2014.5.20 (화),LG,KIA,7:10,7,10,광주
2050,2014.5.20 (화),롯데,삼성,2:7,2,7,포항
2051,2014.5.20 (화),SK,NC,2:8,2,8,마산
2052,2014.5.21 (수),한화,넥센,9:7,9,7,목동
2053,2014.5.21 (수),LG,KIA,4:0,4,0,광주
2054,2014.5.21 (수),롯데,삼성,5:7,5,7,포항
2055,2014.5.21 (수),SK,NC,10:2,10,2,마산
2056,2014.5.22 (목),한화,넥센,16:3,16,3,목동
2057,2014.5.22 (목),LG,KIA,12:6,12,6,광주
2058,2014.5.22 (목),롯데,삼성,5:6,5,6,포항
2059,2014.5.22 (목),SK,NC,3:2,3,2,마산
2060,2014.5.23 (금),한화,두산,5:11,5,11,잠실
2061,2014.5.23 (금),KIA,롯데,2:3,2,3,울산
2062,2014.5.23 (금),LG,SK,10:6,10,6,문학
2063,2014.5.23 (금),넥센,삼성,3:6,3,6,대구
2064,2014.5.24 (토),한화,두산,12:8,12,8,잠실
2065,2014.5.24 (토),KIA,롯데,4:1,4,1,울산
2066,2014.5.24 (토),LG,SK,4:6,4,6,문학
2067,2014.5.24 (토),넥센,삼성,4:5,4,5,대구
2068,2014.5.25 (일),한화,두산,6:9,6,9,잠실
2069,2014.5.25 (일),KIA,롯데,7:5,7,5,울산
2070,2014.5.25 (일),LG,SK,6:9,6,9,문학
2071,2014.5.25 (일),넥센,삼성,2:18,2,18,대구
2072,2014.5.27 (화),NC,한화,18:9,18,9,대전
2073,2014.5.27 (화),두산,KIA,5:8,5,8,광주
2074,2014.5.27 (화),SK,넥센,5:10,5,10,목동
2075,2014.5.27 (화),삼성,LG,4:5,4,5,잠실
2076,2014.5.28 (수),NC,한화,18:1,18,1,대전
2077,2014.5.28 (수),두산,KIA,10:6,10,6,광주
2078,2014.5.28 (수),SK,넥센,5:7,5,7,목동
2079,2014.5.28 (수),삼성,LG,7:4,7,4,잠실
2080,2014.5.29 (목),NC,한화,15:7,15,7,대전
2081,2014.5.29 (목),두산,KIA,15:10,15,10,광주
2082,2014.5.29 (목),SK,넥센,9:4,9,4,목동
2083,2014.5.29 (목),삼성,LG,4:2,4,2,잠실
2084,2014.5.30 (금),LG,넥센,5:11,5,11,목동
2085,2014.5.30 (금),롯데,두산,1:6,1,6,잠실
2086,2014.5.30 (금),NC,KIA,8:6,8,6,광주
2087,2014.5.30 (금),SK,한화,6:1,6,1,대전
2088,2014.5.31 (토),LG,넥센,9:5,9,5,목동
2089,2014.5.31 (토),롯데,두산,23:1,23,1,잠실
2090,2014.5.31 (토),NC,KIA,8:7,8,7,광주
2091,2014.5.31 (토),SK,한화,7:3,7,3,대전
2092,2014.6.1 (일),LG,넥센,4:8,4,8,목동
2093,2014.6.1 (일),롯데,두산,14:5,14,5,잠실
2094,2014.6.1 (일),NC,KIA,5:6,5,6,광주
2095,2014.6.1 (일),SK,한화,3:9,3,9,대전
2096,2014.6.1 (일),KIA,삼성,1:4,1,4,대구
2097,2014.6.1 (일),넥센,NC,3:5,3,5,마산
2098,2014.6.1 (일),KIA,삼성,5:14,5,14,대구
2099,2014.6.1 (일),두산,SK,7:8,7,8,문학
2100,2014.6.1 (일),넥센,NC,3:20,3,20,마산
2101,2014.6.5 (목),한화,롯데,1:10,1,10,사직
2102,2014.6.5 (목),KIA,삼성,13:12,13,12,대구
2103,2014.6.5 (목),두산,SK,2:4,2,4,문학
2104,2014.6.5 (목),넥센,NC,5:9,5,9,마산
2105,2014.6.6 (금),KIA,LG,5:3,5,3,잠실
2106,2014.6.6 (금),롯데,SK,4:7,4,7,문학
2107,2014.6.6 (금),두산,넥센,10:15,10,15,목동
2108,2014.6.6 (금),삼성,한화,3:6,3,6,대전
2109,2014.6.7 (토),KIA,LG,9:2,9,2,잠실
2110,2014.6.7 (토),롯데,SK,4:0,4,0,문학
2111,2014.6.7 (토),두산,넥센,7:9,7,9,목동
2112,2014.6.7 (토),삼성,한화,7:4,7,4,대전
2113,2014.6.8 (일),KIA,LG,3:20,3,20,잠실
2114,2014.6.8 (일),롯데,SK,3:0,3,0,문학
2115,2014.6.8 (일),두산,넥센,11:9,11,9,목동
2116,2014.6.8 (일),삼성,한화,7:2,7,2,대전
2117,2014.6.10 (화),한화,KIA,16:15,16,15,광주
2118,2014.6.10 (화),LG,롯데,5:2,5,2,사직
2119,2014.6.10 (화),NC,두산,8:4,8,4,잠실
2120,2014.6.10 (화),삼성,넥센,5:5,5,5,목동
2121,2014.6.11 (수),한화,KIA,2:9,2,9,광주
2122,2014.6.11 (수),LG,롯데,1:4,1,4,사직
2123,2014.6.12 (목),한화,KIA,10:11,10,11,광주
2124,2014.6.12 (목),NC,두산,3:4,3,4,잠실
2125,2014.6.12 (목),삼성,넥센,4:7,4,7,목동
2126,2014.6.13 (금),한화,NC,5:2,5,2,마산
2127,2014.6.13 (금),KIA,롯데,6:8,6,8,사직
2128,2014.6.13 (금),두산,삼성,6:4,6,4,대구
2129,2014.6.13 (금),SK,LG,9:10,9,10,잠실
2130,2014.6.14 (토),한화,NC,2:10,2,10,마산
2131,2014.6.14 (토),KIA,롯데,4:6,4,6,사직
2132,2014.6.14 (토),두산,삼성,6:7,6,7,대구
2133,2014.6.14 (토),SK,LG,4:1,4,1,잠실
2134,2014.6.15 (일),한화,NC,2:11,2,11,마산
2135,2014.6.15 (일),KIA,롯데,8:4,8,4,사직
2136,2014.6.15 (일),두산,삼성,1:3,1,3,대구
2137,2014.6.15 (일),SK,LG,2:15,2,15,잠실
2138,2014.6.17 (화),LG,두산,6:7,6,7,잠실
2139,2014.6.17 (화),롯데,NC,5:10,5,10,마산
2140,2014.6.17 (화),삼성,SK,12:5,12,5,문학
2141,2014.6.17 (화),넥센,KIA,9:4,9,4,광주
2142,2014.6.18 (수),LG,두산,10:8,10,8,잠실
2143,2014.6.18 (수),롯데,NC,2:5,2,5,마산
2144,2014.6.18 (수),삼성,SK,10:9,10,9,문학
2145,2014.6.18 (수),넥센,KIA,11:4,11,4,광주
2146,2014.6.19 (목),LG,두산,8:2,8,2,잠실
2147,2014.6.19 (목),롯데,NC,7:5,7,5,마산
2148,2014.6.19 (목),삼성,SK,8:3,8,3,문학
2149,2014.6.19 (목),넥센,KIA,1:3,1,3,광주
2150,2014.6.20 (금),KIA,두산,7:1,7,1,잠실
2151,2014.6.20 (금),SK,넥센,3:4,3,4,목동
2152,2014.6.20 (금),삼성,NC,11:4,11,4,마산
2153,2014.6.21 (토),KIA,두산,4:2,4,2,잠실
2154,2014.6.21 (토),LG,한화,2:4,2,4,대전
2155,2014.6.21 (토),SK,넥센,5:6,5,6,목동
2156,2014.6.22 (일),KIA,두산,1:0,1,0,잠실
2157,2014.6.22 (일),LG,한화,10:7,10,7,대전
2158,2014.6.22 (일),SK,넥센,5:10,5,10,목동
2159,2014.6.22 (일),삼성,NC,3:0,3,0,마산
2160,2014.6.23 (월),LG,한화,4:2,4,2,대전
2161,2014.6.24 (화),롯데,한화,5:6,5,6,대전
2162,2014.6.24 (화),NC,LG,6:0,6,0,잠실
2163,2014.6.24 (화),SK,KIA,12:4,12,4,광주
2164,2014.6.24 (화),넥센,삼성,6:5,6,5,대구
2165,2014.6.25 (수),롯데,한화,9:3,9,3,대전
2166,2014.6.25 (수),NC,LG,3:1,3,1,잠실
2167,2014.6.25 (수),SK,KIA,4:5,4,5,광주
2168,2014.6.25 (수),넥센,삼성,3:14,3,14,대구
2169,2014.6.26 (목),롯데,한화,10:9,10,9,대전
2170,2014.6.26 (목),NC,LG,0:4,0,4,잠실
2171,2014.6.26 (목),SK,KIA,4:8,4,8,광주
2172,2014.6.26 (목),넥센,삼성,15:9,15,9,대구
2173,2014.6.27 (금),한화,삼성,6:4,6,4,포항
2174,2014.6.27 (금),LG,SK,4:5,4,5,문학
2175,2014.6.27 (금),NC,롯데,7:8,7,8,사직
2176,2014.6.27 (금),넥센,두산,2:8,2,8,잠실
2177,2014.6.28 (토),한화,삼성,4:15,4,15,포항
2178,2014.6.28 (토),LG,SK,1:4,1,4,문학
2179,2014.6.28 (토),NC,롯데,1:4,1,4,사직
2180,2014.6.28 (토),넥센,두산,8:1,8,1,잠실
2181,2014.6.29 (일),한화,삼성,2:9,2,9,포항
2182,2014.6.29 (일),LG,SK,11:4,11,4,문학
2183,2014.6.29 (일),NC,롯데,0:9,0,9,사직
2184,2014.6.29 (일),넥센,두산,7:0,7,0,잠실
2185,2014.7.1 (화),한화,LG,0:1,0,1,잠실
2186,2014.7.1 (화),롯데,넥센,7:12,7,12,목동
2187,2014.7.1 (화),두산,KIA,4:3,4,3,광주
2188,2014.7.1 (화),SK,NC,4:5,4,5,마산
2189,2014.7.2 (수),한화,LG,2:6,2,6,잠실
2190,2014.7.2 (수),롯데,넥센,3:7,3,7,목동
2191,2014.7.3 (목),한화,LG,4:5,4,5,잠실
2192,2014.7.3 (목),롯데,넥센,9:10,9,10,목동
2193,2014.7.3 (목),두산,KIA,3:6,3,6,광주
2194,2014.7.3 (목),SK,NC,7:11,7,11,마산
2195,2014.7.4 (금),KIA,넥센,10:6,10,6,목동
2196,2014.7.4 (금),LG,NC,6:3,6,3,마산
2197,2014.7.4 (금),SK,롯데,2:6,2,6,사직
2198,2014.7.4 (금),삼성,두산,4:5,4,5,잠실
2199,2014.7.5 (토),KIA,넥센,4:6,4,6,목동
2200,2014.7.5 (토),LG,NC,2:0,2,0,마산
2201,2014.7.5 (토),SK,롯데,7:8,7,8,사직
2202,2014.7.5 (토),삼성,두산,6:0,6,0,잠실
2203,2014.7.6 (일),KIA,넥센,4:5,4,5,목동
2204,2014.7.6 (일),삼성,두산,7:4,7,4,잠실
2205,2014.7.7 (월),LG,NC,1:4,1,4,마산
2206,2014.7.7 (월),SK,롯데,10:3,10,3,사직
2207,2014.7.8 (화),KIA,SK,10:6,10,6,문학
2208,2014.7.8 (화),롯데,삼성,0:4,0,4,대구
2209,2014.7.8 (화),두산,LG,14:8,14,8,잠실
2210,2014.7.8 (화),넥센,한화,17:3,17,3,청주
2211,2014.7.9 (수),KIA,SK,3:9,3,9,문학
2212,2014.7.9 (수),롯데,삼성,4:5,4,5,대구
2213,2014.7.9 (수),두산,LG,2:3,2,3,잠실
2214,2014.7.9 (수),넥센,한화,13:1,13,1,청주
2215,2014.7.10 (목),KIA,SK,7:5,7,5,문학
2216,2014.7.10 (목),롯데,삼성,5:2,5,2,대구
2217,2014.7.10 (목),두산,LG,13:12,13,12,잠실
2218,2014.7.10 (목),넥센,한화,2:4,2,4,청주
2219,2014.7.11 (금),한화,두산,9:6,9,6,잠실
2220,2014.7.11 (금),롯데,KIA,12:5,12,5,광주
2221,2014.7.11 (금),NC,넥센,1:6,1,6,목동
2222,2014.7.11 (금),SK,삼성,4:12,4,12,대구
2223,2014.7.12 (토),한화,두산,3:6,3,6,잠실
2224,2014.7.12 (토),롯데,KIA,4:5,4,5,광주
2225,2014.7.12 (토),NC,넥센,10:5,10,5,목동
2226,2014.7.12 (토),SK,삼성,13:10,13,10,대구
2227,2014.7.13 (일),한화,두산,2:1,2,1,잠실
2228,2014.7.13 (일),롯데,KIA,2:0,2,0,광주
2229,2014.7.13 (일),NC,넥센,9:1,9,1,목동
2230,2014.7.13 (일),SK,삼성,4:1,4,1,대구
2231,2014.7.15 (화),한화,SK,8:3,8,3,문학
2232,2014.7.15 (화),삼성,LG,1:7,1,7,잠실
2233,2014.7.16 (수),한화,SK,12:3,12,3,문학
2234,2014.7.16 (수),두산,NC,8:10,8,10,마산
2235,2014.7.16 (수),삼성,LG,2:9,2,9,잠실
2236,2014.7.16 (수),넥센,롯데,4:3,4,3,사직
2237,2014.7.18 (금),웨스턴,이스턴,13:2,13,2,광주
2238,2014.7.22 (화),LG,KIA,3:5,3,5,광주
2239,2014.7.22 (화),NC,한화,11:12,11,12,대전
2240,2014.7.22 (화),삼성,롯데,5:3,5,3,사직
2241,2014.7.23 (수),LG,KIA,11:8,11,8,광주
2242,2014.7.23 (수),NC,한화,8:4,8,4,대전
2243,2014.7.23 (수),삼성,롯데,15:12,15,12,사직
2244,2014.7.24 (목),LG,KIA,6:2,6,2,광주
2245,2014.7.24 (목),NC,한화,23:9,23,9,대전
2246,2014.7.24 (목),SK,두산,7:0,7,0,잠실
2247,2014.7.24 (목),삼성,롯데,17:1,17,1,사직
2248,2014.7.25 (금),KIA,한화,3:8,3,8,대전
2249,2014.7.25 (금),NC,삼성,6:10,6,10,포항
2250,2014.7.26 (토),KIA,한화,1:2,1,2,대전
2251,2014.7.26 (토),롯데,LG,2:6,2,6,잠실
2252,2014.7.26 (토),NC,삼성,1:5,1,5,포항
2253,2014.7.26 (토),넥센,SK,1:2,1,2,문학
2254,2014.7.27 (일),KIA,한화,17:5,17,5,대전
2255,2014.7.27 (일),롯데,LG,4:3,4,3,잠실
2256,2014.7.27 (일),NC,삼성,1:3,1,3,포항
2257,2014.7.27 (일),넥센,SK,10:6,10,6,문학
2258,2014.7.28 (월),롯데,LG,3:5,3,5,잠실
2259,2014.7.28 (월),넥센,SK,10:8,10,8,문학
2260,2014.7.29 (화),한화,넥센,3:18,3,18,목동
2261,2014.7.29 (화),KIA,NC,3:7,3,7,마산
2262,2014.7.29 (화),LG,삼성,7:6,7,6,대구
2263,2014.7.29 (화),두산,롯데,12:1,12,1,사직
2264,2014.7.30 (수),한화,넥센,2:6,2,6,목동
2265,2014.7.30 (수),KIA,NC,4:5,4,5,마산
2266,2014.7.30 (수),LG,삼성,8:9,8,9,대구
2267,2014.7.30 (수),두산,롯데,1:3,1,3,사직
2268,2014.7.31 (목),한화,넥센,9:8,9,8,목동
2269,2014.7.31 (목),KIA,NC,1:9,1,9,마산
2270,2014.7.31 (목),LG,삼성,4:8,4,8,대구
2271,2014.7.31 (목),두산,롯데,3:13,3,13,사직
2272,2014.8.1 (금),NC,SK,6:13,6,13,문학
2273,2014.8.1 (금),두산,한화,6:9,6,9,대전
2274,2014.8.1 (금),삼성,KIA,6:4,6,4,광주
2275,2014.8.1 (금),넥센,LG,3:4,3,4,잠실
2276,2014.8.2 (토),NC,SK,1:9,1,9,문학
2277,2014.8.2 (토),넥센,LG,8:0,8,0,잠실
2278,2014.8.2 (토),두산,한화,2:4,2,4,대전
2279,2014.8.2 (토),넥센,LG,4:6,4,6,잠실
2280,2014.8.5 (화),KIA,두산,2:8,2,8,잠실
2281,2014.8.5 (화),NC,롯데,3:1,3,1,사직
2282,2014.8.5 (화),SK,넥센,3:8,3,8,목동
2283,2014.8.5 (화),삼성,한화,14:1,14,1,청주
2284,2014.8.5 (화),NC,롯데,4:10,4,10,사직
2285,2014.8.5 (화),삼성,한화,2:4,2,4,청주
2286,2014.8.7 (목),KIA,SK,2:7,2,7,문학
2287,2014.8.7 (목),LG,NC,9:8,9,8,마산
2288,2014.8.7 (목),넥센,두산,6:5,6,5,잠실
2289,2014.8.8 (금),KIA,SK,3:2,3,2,문학
2290,2014.8.8 (금),LG,NC,9:6,9,6,마산
2291,2014.8.8 (금),롯데,삼성,9:10,9,10,대구
2292,2014.8.8 (금),넥센,두산,15:10,15,10,잠실
2293,2014.8.9 (토),한화,LG,1:0,1,0,잠실
2294,2014.8.9 (토),롯데,KIA,3:7,3,7,광주
2295,2014.8.9 (토),SK,NC,9:6,9,6,마산
2296,2014.8.9 (토),삼성,넥센,9:8,9,8,목동
2297,2014.8.9 (토),롯데,KIA,3:6,3,6,광주
2298,2014.8.11 (월),한화,LG,4:2,4,2,잠실
2299,2014.8.11 (월),SK,NC,2:7,2,7,마산
2300,2014.8.11 (월),삼성,넥센,7:6,7,6,목동
2301,2014.8.12 (화),NC,KIA,1:4,1,4,광주
2302,2014.8.12 (화),두산,한화,11:9,11,9,대전
2303,2014.8.12 (화),SK,LG,7:3,7,3,잠실
2304,2014.8.12 (화),넥센,롯데,10:1,10,1,사직
2305,2014.8.13 (수),NC,KIA,4:3,4,3,광주
2306,2014.8.13 (수),SK,LG,8:5,8,5,잠실
2307,2014.8.13 (수),넥센,롯데,8:5,8,5,사직
2308,2014.8.14 (목),롯데,한화,9:4,9,4,대전
2309,2014.8.14 (목),두산,넥센,2:8,2,8,목동
2310,2014.8.14 (목),삼성,SK,2:1,2,1,문학
2311,2014.8.15 (금),롯데,한화,6:8,6,8,대전
2312,2014.8.15 (금),NC,LG,2:3,2,3,잠실
2313,2014.8.15 (금),두산,넥센,2:8,2,8,목동
2314,2014.8.15 (금),삼성,SK,7:10,7,10,문학
2315,2014.8.16 (토),한화,NC,2:3,2,3,마산
2316,2014.8.16 (토),LG,삼성,3:10,3,10,대구
2317,2014.8.16 (토),롯데,두산,2:9,2,9,잠실
2318,2014.8.16 (토),넥센,KIA,9:6,9,6,광주
2319,2014.8.17 (일),한화,NC,3:4,3,4,마산
2320,2014.8.17 (일),롯데,두산,4:7,4,7,잠실
2321,2014.8.19 (화),한화,롯데,10:7,10,7,울산
2322,2014.8.19 (화),LG,넥센,7:5,7,5,목동
2323,2014.8.19 (화),두산,SK,12:6,12,6,문학
2324,2014.8.19 (화),LG,넥센,2:5,2,5,목동
2325,2014.8.19 (화),두산,SK,3:6,3,6,문학
2326,2014.8.19 (화),두산,삼성,1:5,1,5,대구
2327,2014.8.19 (화),넥센,NC,3:5,3,5,마산
2328,2014.8.22 (금),KIA,LG,2:3,2,3,잠실
2329,2014.8.22 (금),두산,삼성,5:4,5,4,대구
2330,2014.8.22 (금),SK,한화,3:8,3,8,대전
2331,2014.8.22 (금),넥센,NC,1:2,1,2,마산
2332,2014.8.23 (토),한화,KIA,5:6,5,6,광주
2333,2014.8.23 (토),LG,롯데,3:0,3,0,사직
2334,2014.8.23 (토),NC,두산,9:7,9,7,잠실
2335,2014.8.23 (토),SK,삼성,9:10,9,10,대구
2336,2014.8.23 (토),LG,롯데,6:5,6,5,사직
2337,2014.8.23 (토),NC,두산,2:1,2,1,잠실
2338,2014.8.23 (토),SK,삼성,11:8,11,8,대구
2339,2014.8.25 (월),한화,KIA,9:0,9,0,광주
2340,2014.8.25 (월),NC,한화,2:3,2,3,대전
2341,2014.8.25 (월),삼성,롯데,10:7,10,7,사직
2342,2014.8.27 (수),KIA,넥센,4:6,4,6,목동
2343,2014.8.27 (수),LG,두산,5:1,5,1,잠실
2344,2014.8.27 (수),NC,한화,3:7,3,7,대전
2345,2014.8.27 (수),삼성,롯데,4:11,4,11,사직
2346,2014.8.28 (목),KIA,롯데,5:6,5,6,사직
2347,2014.8.28 (목),LG,SK,2:4,2,4,문학
2348,2014.8.28 (목),삼성,두산,5:6,5,6,잠실
2349,2014.8.28 (목),넥센,한화,10:4,10,4,대전
2350,2014.8.29 (금),KIA,롯데,9:5,9,5,사직
2351,2014.8.29 (금),LG,SK,12:2,12,2,문학
2352,2014.8.29 (금),삼성,두산,1:2,1,2,잠실
2353,2014.8.29 (금),넥센,한화,9:10,9,10,대전
2354,2014.8.30 (토),롯데,LG,2:3,2,3,잠실
2355,2014.8.30 (토),두산,NC,7:2,7,2,마산
2356,2014.8.30 (토),SK,KIA,7:2,7,2,광주
2357,2014.8.30 (토),넥센,삼성,7:4,7,4,대구
2358,2014.8.31 (일),롯데,LG,6:2,6,2,잠실
2359,2014.8.31 (일),두산,NC,10:6,10,6,마산
2360,2014.8.31 (일),SK,KIA,4:3,4,3,광주
2361,2014.8.31 (일),넥센,삼성,7:0,7,0,대구
2362,2014.9.2 (화),한화,SK,7:7,7,7,문학
2363,2014.9.2 (화),NC,삼성,10:10,10,10,대구
2364,2014.9.4 (목),한화,삼성,0:4,0,4,대구
2365,2014.9.4 (목),롯데,SK,6:4,6,4,문학
2366,2014.9.4 (목),NC,넥센,5:13,5,13,목동
2367,2014.9.4 (목),두산,LG,3:3,3,3,잠실
2368,2014.9.5 (금),두산,LG,3:5,3,5,잠실
2369,2014.9.5 (금),한화,삼성,0:8,0,8,대구
2370,2014.9.5 (금),롯데,SK,3:12,3,12,문학
2371,2014.9.5 (금),NC,넥센,1:10,1,10,목동
2372,2014.9.6 (토),KIA,NC,9:0,9,0,마산
2373,2014.9.6 (토),LG,한화,5:9,5,9,대전
2374,2014.9.6 (토),롯데,넥센,10:5,10,5,목동
2375,2014.9.6 (토),SK,두산,7:2,7,2,잠실
2376,2014.9.7 (일),KIA,NC,3:6,3,6,마산
2377,2014.9.7 (일),LG,한화,3:5,3,5,대전
2378,2014.9.7 (일),롯데,넥센,6:7,6,7,목동
2379,2014.9.7 (일),SK,두산,12:3,12,3,잠실
2380,2014.9.9 (화),한화,넥센,8:13,8,13,목동
2381,2014.9.9 (화),LG,KIA,7:10,7,10,광주
2382,2014.9.9 (화),SK,롯데,10:8,10,8,사직
2383,2014.9.9 (화),삼성,NC,3:6,3,6,마산
2384,2014.9.10 (수),한화,넥센,2:4,2,4,목동
2385,2014.9.10 (수),LG,KIA,12:6,12,6,광주
2386,2014.9.10 (수),SK,롯데,5:11,5,11,사직
2387,2014.9.10 (수),삼성,NC,4:2,4,2,마산
2388,2014.9.11 (목),한화,두산,6:11,6,11,잠실
2389,2014.9.11 (목),KIA,삼성,4:5,4,5,대구
2390,2014.9.11 (목),롯데,NC,5:1,5,1,마산
2391,2014.9.11 (목),넥센,SK,2:11,2,11,문학
2392,2014.9.12 (금),한화,두산,1:6,1,6,잠실
2393,2014.9.12 (금),KIA,삼성,4:14,4,14,대구
2394,2014.9.12 (금),롯데,NC,0:6,0,6,마산
2395,2014.9.12 (금),넥센,SK,0:3,0,3,문학
2396,2014.9.13 (토),KIA,한화,3:1,3,1,대전
2397,2014.9.13 (토),NC,SK,11:4,11,4,문학
2398,2014.9.13 (토),두산,롯데,4:3,4,3,사직
2399,2014.9.13 (토),삼성,LG,0:1,0,1,잠실
2400,2014.9.14 (일),KIA,한화,6:10,6,10,대전
2401,2014.9.14 (일),NC,SK,3:5,3,5,문학
2402,2014.9.14 (일),두산,롯데,3:4,3,4,사직
2403,2014.9.14 (일),삼성,LG,3:12,3,12,잠실
2404,2014.10.1 (수),롯데,삼성,3:4,3,4,대구
2405,2014.10.1 (수),두산,KIA,3:1,3,1,광주
2406,2014.10.1 (수),SK,한화,11:1,11,1,대전
2407,2014.10.2 (목),한화,롯데,5:10,5,10,사직
2408,2014.10.2 (목),두산,KIA,3:4,3,4,광주
2409,2014.10.2 (목),SK,NC,2:9,2,9,마산
2410,2014.10.3 (금),한화,롯데,3:15,3,15,사직
2411,2014.10.3 (금),두산,KIA,1:2,1,2,광주
2412,2014.10.3 (금),넥센,LG,5:11,5,11,잠실
2413,2014.10.4 (토),두산,NC,4:5,4,5,마산
2414,2014.10.4 (토),삼성,KIA,10:5,10,5,광주
2415,2014.10.4 (토),넥센,LG,6:2,6,2,잠실
2416,2014.10.5 (일),한화,SK,3:6,3,6,문학
2417,2014.10.5 (일),두산,NC,3:5,3,5,마산
2418,2014.10.5 (일),삼성,KIA,9:5,9,5,광주
2419,2014.10.5 (일),넥센,LG,4:5,4,5,잠실
2420,2014.10.6 (월),한화,SK,1:11,1,11,문학
2421,2014.10.6 (월),NC,LG,0:1,0,1,잠실
2422,2014.10.6 (월),두산,삼성,5:1,5,1,대구
2423,2014.10.7 (화),KIA,넥센,3:6,3,6,목동
2424,2014.10.7 (화),롯데,한화,5:8,5,8,대전
2425,2014.10.7 (화),NC,SK,1:2,1,2,문학
2426,2014.10.7 (화),삼성,LG,5:9,5,9,잠실
2427,2014.10.8 (수),KIA,두산,2:4,2,4,잠실
2428,2014.10.8 (수),삼성,넥센,3:4,3,4,목동
2429,2014.10.9 (목),KIA,LG,6:7,6,7,잠실
2430,2014.10.9 (목),NC,삼성,9:4,9,4,대구
2431,2014.10.9 (목),두산,한화,1:4,1,4,대전
2432,2014.10.10 (금),NC,롯데,12:0,12,0,사직
2433,2014.10.10 (금),두산,한화,7:3,7,3,대전
2434,2014.10.11 (토),한화,롯데,3:4,3,4,사직
2435,2014.10.11 (토),LG,두산,15:2,15,2,잠실
2436,2014.10.11 (토),삼성,KIA,4:5,4,5,광주
2437,2014.10.11 (토),넥센,SK,7:7,7,7,문학
2438,2014.10.12 (일),한화,롯데,2:4,2,4,사직
2439,2014.10.12 (일),LG,두산,1:6,1,6,잠실
2440,2014.10.12 (일),삼성,KIA,8:4,8,4,광주
2441,2014.10.13 (월),두산,SK,6:7,6,7,문학
2442,2014.10.13 (월),삼성,한화,22:1,22,1,대전
2443,2014.10.13 (월),넥센,KIA,8:5,8,5,광주
2444,2014.10.14 (화),삼성,NC,1:2,1,2,마산
2445,2014.10.14 (화),넥센,롯데,12:4,12,4,사직
2446,2014.10.15 (수),LG,삼성,3:5,3,5,대구
2447,2014.10.15 (수),SK,두산,3:6,3,6,잠실
2448,2014.10.15 (수),넥센,롯데,7:6,7,6,사직
2449,2014.10.16 (목),KIA,삼성,7:5,7,5,대구
2450,2014.10.16 (목),SK,두산,7:5,7,5,잠실
2451,2014.10.17 (금),한화,KIA,4:5,4,5,광주
2452,2014.10.17 (금),LG,롯데,5:8,5,8,사직
2453,2014.10.17 (금),NC,두산,1:2,1,2,잠실
2454,2014.10.17 (금),SK,넥센,2:7,2,7,목동
2455,2014.10.19 (일),LG,NC,13:4,13,4,마산
2456,2014.10.22 (수),LG,NC,4:2,4,2,마산
2457,2014.10.24 (금),NC,LG,4:3,4,3,잠실
2458,2014.10.25 (토),NC,LG,3:11,3,11,잠실
2459,2014.10.27 (월),LG,넥센,3:6,3,6,목동
2460,2014.10.28 (화),LG,넥센,9:2,9,2,목동
2461,2014.10.30 (목),넥센,LG,6:2,6,2,잠실
2462,2014.10.31 (금),넥센,LG,12:2,12,2,잠실
2463,2014.11.4 (화),넥센,삼성,4:2,4,2,대구
2464,2014.11.5 (수),넥센,삼성,1:7,1,7,대구
2465,2014.11.7 (금),삼성,넥센,3:1,3,1,목동
